gene_id	n_transcripts	max_prop_range	mean_prop_sd
LOC107444931	1	0.999999999988889	0.577350269157551
LOC107444933	1	0.999999999988889	0.577350269180645
LOC107445402	1	0.999999999988889	0.499999999994444
LOC107445985	1	0.999999999988889	0.577350269171985
LOC107446241	1	0.999999999988889	0.499999999978148
LOC107446295	1	0.999999999988889	0.499999999988426
LOC107447435	1	0.999999999988889	0.57735026918281
LOC107447492	1	0.999999999988889	0.577350269157551
LOC107447674	2	0.999999999988889	0.323946162845165
LOC107448066	2	0.999999999988889	0.499999999987037
LOC107450476	2	0.999999999988889	0.499999999972222
LOC107450867	2	0.999999999988889	0.499999999972222
LOC107451545	1	0.999999999988889	0.499999999987037
LOC107451597	1	0.999999999988889	0.577350269176796
LOC107452310	1	0.999999999988889	0.499999999984259
LOC107452311	2	0.999999999988889	0.577350269178743
LOC107452498	1	0.999999999988889	0.577350269180645
LOC107452838	1	0.999999999988889	0.577350269157551
LOC107453297	1	0.999999999988889	0.577350269171985
LOC107454668	1	0.999999999988889	0.499999999994444
LOC107454789	2	0.999999999988889	0.538675134583072
LOC107455017	1	0.999999999988889	0.499999999985648
LOC107455595	2	0.999999999988889	0.435455982661568
LOC107455636	1	0.999999999988889	0.499999999964815
LOC107455694	2	0.999999999988889	0.499999999987847
LOC107455726	1	0.999999999988889	0.499999999994444
LOC107455838	2	0.999999999988889	0.499999999993056
LOC107456464	2	0.999999999988889	0.577350269175994
LOC107456996	1	0.999999999988889	0.577350269171985
LOC107457112	1	0.999999999988889	0.499999999994444
LOC110283198	2	0.999999999988889	0.452864507566454
LOC139424954	2	0.999999999988889	0.327606944236742
LOC139425412	1	0.999999999988889	0.499999999964815
LOC107436521	1	0.9999999999875	0.57735026915715
LOC107436601	2	0.9999999999875	0.49999999999375
LOC107437106	1	0.9999999999875	0.5773502691788
LOC107437443	1	0.9999999999875	0.499999999977083
LOC107437701	2	0.9999999999875	0.499999999990526
LOC107438382	2	0.9999999999875	0.577350269172907
